roulette_size,generator,number,repeats,correlation,counts
21,mulberry32,17,,,480
21,mulberry32,18,,,476
21,mulberry32,19,,,494
21,mulberry32,20,,,472
21,mulberry32,21,,,463
22,nativeRandom,,463,0.0083,
22,nativeRandom,1,,,447
22,nativeRandom,2,,,487
22,nativeRandom,3,,,439
22,nativeRandom,4,,,440
22,nativeRandom,5,,,465
22,nativeRandom,6,,,480
22,nativeRandom,7,,,441
22,nativeRandom,8,,,467
22,nativeRandom,9,,,474
22,nativeRandom,10,,,480
22,nativeRandom,11,,,484
22,nativeRandom,12,,,430
22,nativeRandom,13,,,438
22,nativeRandom,14,,,427
22,nativeRandom,15,,,465
22,nativeRandom,16,,,440
22,nativeRandom,17,,,448
22,nativeRandom,18,,,436
22,nativeRandom,19,,,452
22,nativeRandom,20,,,408
22,nativeRandom,21,,,507
22,nativeRandom,22,,,445
22,lcg,,426,-0.0140,
22,lcg,1,,,507
22,lcg,2,,,431
22,lcg,3,,,456
22,lcg,4,,,462
22,lcg,5,,,508
22,lcg,6,,,432
22,lcg,7,,,455
22,lcg,8,,,464
22,lcg,9,,,462
22,lcg,10,,,456
22,lcg,11,,,493
22,lcg,12,,,411
22,lcg,13,,,466
22,lcg,14,,,428
22,lcg,15,,,438
22,lcg,16,,,437
22,lcg,17,,,411
22,lcg,18,,,460
22,lcg,19,,,470
22,lcg,20,,,436
22,lcg,21,,,444
22,lcg,22,,,473
22,xorshift,,457,0.0032,
22,xorshift,1,,,465
22,xorshift,2,,,489
22,xorshift,3,,,447
22,xorshift,4,,,422
22,xorshift,5,,,452
22,xorshift,6,,,451
22,xorshift,7,,,437
22,xorshift,8,,,496
22,xorshift,9,,,446
22,xorshift,10,,,502
22,xorshift,11,,,449
22,xorshift,12,,,423
22,xorshift,13,,,463
22,xorshift,14,,,413
22,xorshift,15,,,477
22,xorshift,16,,,453
22,xorshift,17,,,464
22,xorshift,18,,,433
22,xorshift,19,,,490
22,xorshift,20,,,461
22,xorshift,21,,,453
22,xorshift,22,,,414
22,mulberry32,,478,0.0062,
22,mulberry32,1,,,407
22,mulberry32,2,,,471
22,mulberry32,3,,,444
22,mulberry32,4,,,455
22,mulberry32,5,,,451
22,mulberry32,6,,,453
22,mulberry32,7,,,461
22,mulberry32,8,,,486
22,mulberry32,9,,,453
22,mulberry32,10,,,461
22,mulberry32,11,,,417
22,mulberry32,12,,,500
22,mulberry32,13,,,434
22,mulberry32,14,,,428
22,mulberry32,15,,,460
22,mulberry32,16,,,461
22,mulberry32,17,,,455
22,mulberry32,18,,,445
22,mulberry32,19,,,464
22,mulberry32,20,,,479
22,mulberry32,21,,,464
22,mulberry32,22,,,451
23,nativeRandom,,462,-0.0068,
23,nativeRandom,1,,,433
23,nativeRandom,2,,,417
23,nativeRandom,3,,,451
23,nativeRandom,4,,,417
23,nativeRandom,5,,,446
23,nativeRandom,6,,,427
23,nativeRandom,7,,,460
23,nativeRandom,8,,,499
23,nativeRandom,9,,,454
23,nativeRandom,10,,,476
23,nativeRandom,11,,,413
23,nativeRandom,12,,,438
23,nativeRandom,13,,,410
23,nativeRandom,14,,,464
23,nativeRandom,15,,,448
23,nativeRandom,16,,,376
23,nativeRandom,17,,,398
23,nativeRandom,18,,,428
23,nativeRandom,19,,,436
23,nativeRandom,20,,,422
23,nativeRandom,21,,,405
23,nativeRandom,22,,,429
23,nativeRandom,23,,,453
23,lcg,,410,-0.0110,
23,lcg,1,,,492
23,lcg,2,,,421
23,lcg,3,,,429
23,lcg,4,,,459
23,lcg,5,,,446
23,lcg,6,,,443
23,lcg,7,,,430
23,lcg,8,,,437
23,lcg,9,,,423
23,lcg,10,,,437
23,lcg,11,,,470
23,lcg,12,,,431
23,lcg,13,,,408
23,lcg,14,,,447
23,lcg,15,,,401
23,lcg,16,,,425
23,lcg,17,,,420
23,lcg,18,,,394
23,lcg,19,,,454
23,lcg,20,,,447
23,lcg,21,,,402
23,lcg,22,,,432
23,lcg,23,,,452
23,xorshift,,447,-0.0202,
23,xorshift,1,,,432
23,xorshift,2,,,428
23,xorshift,3,,,437
23,xorshift,4,,,429
23,xorshift,5,,,406
23,xorshift,6,,,472
23,xorshift,7,,,436
23,xorshift,8,,,428
23,xorshift,9,,,423
23,xorshift,10,,,451
23,xorshift,11,,,439
23,xorshift,12,,,428
23,xorshift,13,,,445
23,xorshift,14,,,470
23,xorshift,15,,,456
23,xorshift,16,,,436
23,xorshift,17,,,413
23,xorshift,18,,,486
23,xorshift,19,,,385
23,xorshift,20,,,405
23,xorshift,21,,,431
23,xorshift,22,,,428
23,xorshift,23,,,436
23,mulberry32,,450,0.0118,
23,mulberry32,1,,,455
23,mulberry32,2,,,449
23,mulberry32,3,,,444
23,mulberry32,4,,,455
23,mulberry32,5,,,438
23,mulberry32,6,,,440
23,mulberry32,7,,,435
23,mulberry32,8,,,441
23,mulberry32,9,,,422
23,mulberry32,10,,,478
23,mulberry32,11,,,398
23,mulberry32,12,,,463
23,mulberry32,13,,,410
23,mulberry32,14,,,411
23,mulberry32,15,,,427
23,mulberry32,16,,,409
23,mulberry32,17,,,447
23,mulberry32,18,,,407
23,mulberry32,19,,,431
23,mulberry32,20,,,432
23,mulberry32,21,,,444
23,mulberry32,22,,,417
23,mulberry32,23,,,447
24,nativeRandom,,435,0.0016,
24,nativeRandom,1,,,413
24,nativeRandom,2,,,386
24,nativeRandom,3,,,401
24,nativeRandom,4,,,452
24,nativeRandom,5,,,408
24,nativeRandom,6,,,445
24,nativeRandom,7,,,408
24,nativeRandom,8,,,437
24,nativeRandom,9,,,427
24,nativeRandom,10,,,411
24,nativeRandom,11,,,443
24,nativeRandom,12,,,391
24,nativeRandom,13,,,449
24,nativeRandom,14,,,393
24,nativeRandom,15,,,402
24,nativeRandom,16,,,407
24,nativeRandom,17,,,414
24,nativeRandom,18,,,413
24,nativeRandom,19,,,393
24,nativeRandom,20,,,411
24,nativeRandom,21,,,427
24,nativeRandom,22,,,440
24,nativeRandom,23,,,424
24,nativeRandom,24,,,405
24,lcg,,405,-0.0137,
24,lcg,1,,,466
24,lcg,2,,,412
24,lcg,3,,,393
24,lcg,4,,,440
24,lcg,5,,,433
24,lcg,6,,,431
24,lcg,7,,,394
24,lcg,8,,,424
24,lcg,9,,,416
24,lcg,10,,,435
24,lcg,11,,,419
24,lcg,12,,,439
24,lcg,13,,,383
24,lcg,14,,,417
24,lcg,15,,,388
24,lcg,16,,,401
24,lcg,17,,,420
24,lcg,18,,,406
24,lcg,19,,,396
24,lcg,20,,,431
24,lcg,21,,,418
24,lcg,22,,,395
24,lcg,23,,,413
24,lcg,24,,,430
24,xorshift,,399,0.0007,
24,xorshift,1,,,420
24,xorshift,2,,,383
24,xorshift,3,,,407
24,xorshift,4,,,448
24,xorshift,5,,,380
24,xorshift,6,,,412
24,xorshift,7,,,408
24,xorshift,8,,,410
24,xorshift,9,,,449
24,xorshift,10,,,415
24,xorshift,11,,,450
24,xorshift,12,,,432
24,xorshift,13,,,375
24,xorshift,14,,,406
24,xorshift,15,,,400
24,xorshift,16,,,427
24,xorshift,17,,,421
24,xorshift,18,,,401
24,xorshift,19,,,450
24,xorshift,20,,,423
24,xorshift,21,,,410
24,xorshift,22,,,406
24,xorshift,23,,,454
24,xorshift,24,,,413
24,mulberry32,,404,-0.0270,
24,mulberry32,1,,,397
24,mulberry32,2,,,392
24,mulberry32,3,,,434
24,mulberry32,4,,,441
24,mulberry32,5,,,443
24,mulberry32,6,,,407
24,mulberry32,7,,,454
24,mulberry32,8,,,380
24,mulberry32,9,,,401
24,mulberry32,10,,,429
24,mulberry32,11,,,435
24,mulberry32,12,,,402
24,mulberry32,13,,,411
24,mulberry32,14,,,423
24,mulberry32,15,,,432
24,mulberry32,16,,,391
24,mulberry32,17,,,421
24,mulberry32,18,,,399
24,mulberry32,19,,,384
24,mulberry32,20,,,422
24,mulberry32,21,,,397
24,mulberry32,22,,,440
24,mulberry32,23,,,451
24,mulberry32,24,,,414
25,nativeRandom,,378,-0.0133,
25,nativeRandom,1,,,405
25,nativeRandom,2,,,371
25,nativeRandom,3,,,386
25,nativeRandom,4,,,410
25,nativeRandom,5,,,389
25,nativeRandom,6,,,374
25,nativeRandom,7,,,391
25,nativeRandom,8,,,386
25,nativeRandom,9,,,381
25,nativeRandom,10,,,406
25,nativeRandom,11,,,397
25,nativeRandom,12,,,429
25,nativeRandom,13,,,404
25,nativeRandom,14,,,434
25,nativeRandom,15,,,379
25,nativeRandom,16,,,407
25,nativeRandom,17,,,449
25,nativeRandom,18,,,407
25,nativeRandom,19,,,405
25,nativeRandom,20,,,407
25,nativeRandom,21,,,397
25,nativeRandom,22,,,384
25,nativeRandom,23,,,398
25,nativeRandom,24,,,393
25,nativeRandom,25,,,411
25,lcg,,397,-0.0117,
25,lcg,1,,,440
25,lcg,2,,,403
25,lcg,3,,,350
25,lcg,4,,,444
25,lcg,5,,,392
25,lcg,6,,,443
25,lcg,7,,,385
25,lcg,8,,,394
25,lcg,9,,,418
25,lcg,10,,,404
25,lcg,11,,,398
25,lcg,12,,,434
25,lcg,13,,,400
25,lcg,14,,,391
25,lcg,15,,,411
25,lcg,16,,,376
25,lcg,17,,,384
25,lcg,18,,,391
25,lcg,19,,,383
25,lcg,20,,,382
25,lcg,21,,,413
25,lcg,22,,,386
25,lcg,23,,,371
25,lcg,24,,,399
25,lcg,25,,,408
25,xorshift,,434,-0.0086,
25,xorshift,1,,,389
25,xorshift,2,,,416
25,xorshift,3,,,383
25,xorshift,4,,,402
25,xorshift,5,,,364
25,xorshift,6,,,409
25,xorshift,7,,,403
25,xorshift,8,,,408
25,xorshift,9,,,393
25,xorshift,10,,,401
25,xorshift,11,,,409
25,xorshift,12,,,387
25,xorshift,13,,,409
25,xorshift,14,,,414
25,xorshift,15,,,378
25,xorshift,16,,,382
25,xorshift,17,,,400
25,xorshift,18,,,419
25,xorshift,19,,,408
25,xorshift,20,,,426
25,xorshift,21,,,420
25,xorshift,22,,,380
25,xorshift,23,,,378
25,xorshift,24,,,424
25,xorshift,25,,,398
25,mulberry32,,409,0.0083,
25,mulberry32,1,,,380
25,mulberry32,2,,,387
25,mulberry32,3,,,394
25,mulberry32,4,,,404
25,mulberry32,5,,,384
25,mulberry32,6,,,423
25,mulberry32,7,,,370
25,mulberry32,8,,,427
25,mulberry32,9,,,358
25,mulberry32,10,,,385
25,mulberry32,11,,,417
25,mulberry32,12,,,439
25,mulberry32,13,,,405
25,mulberry32,14,,,419
25,mulberry32,15,,,388
25,mulberry32,16,,,403
25,mulberry32,17,,,413
25,mulberry32,18,,,394
25,mulberry32,19,,,417
25,mulberry32,20,,,399
25,mulberry32,21,,,428
25,mulberry32,22,,,365
25,mulberry32,23,,,381
25,mulberry32,24,,,392
25,mulberry32,25,,,428
26,nativeRandom,,346,-0.0017,
26,nativeRandom,1,,,395
26,nativeRandom,2,,,395
26,nativeRandom,3,,,400
26,nativeRandom,4,,,399
26,nativeRandom,5,,,364
26,nativeRandom,6,,,351
26,nativeRandom,7,,,383
26,nativeRandom,8,,,388
26,nativeRandom,9,,,400
26,nativeRandom,10,,,347
26,nativeRandom,11,,,383
26,nativeRandom,12,,,384
26,nativeRandom,13,,,388
26,nativeRandom,14,,,408
26,nativeRandom,15,,,385
26,nativeRandom,16,,,383
26,nativeRandom,17,,,394
26,nativeRandom,18,,,378
26,nativeRandom,19,,,385
26,nativeRandom,20,,,410
26,nativeRandom,21,,,422
26,nativeRandom,22,,,380
26,nativeRandom,23,,,372
26,nativeRandom,24,,,354
26,nativeRandom,25,,,378
26,nativeRandom,26,,,374
26,lcg,,388,-0.0109,
26,lcg,1,,,425
26,lcg,2,,,394
26,lcg,3,,,336
26,lcg,4,,,434
26,lcg,5,,,372
26,lcg,6,,,430
26,lcg,7,,,361
26,lcg,8,,,380
26,lcg,9,,,400
26,lcg,10,,,384
26,lcg,11,,,413
26,lcg,12,,,392
26,lcg,13,,,409
26,lcg,14,,,353
26,lcg,15,,,373
26,lcg,16,,,383
26,lcg,17,,,346
26,lcg,18,,,393
26,lcg,19,,,367
26,lcg,20,,,358
26,lcg,21,,,377
26,lcg,22,,,390
26,lcg,23,,,377
26,lcg,24,,,376
26,lcg,25,,,380
26,lcg,26,,,397
26,xorshift,,363,0.0112,
26,xorshift,1,,,409
26,xorshift,2,,,363
26,xorshift,3,,,397
26,xorshift,4,,,372
26,xorshift,5,,,422
26,xorshift,6,,,368
26,xorshift,7,,,410
26,xorshift,8,,,376
26,xorshift,9,,,378
26,xorshift,10,,,359
26,xorshift,11,,,354
26,xorshift,12,,,390
26,xorshift,13,,,400
26,xorshift,14,,,409
26,xorshift,15,,,395
26,xorshift,16,,,355
26,xorshift,17,,,372
26,xorshift,18,,,389
26,xorshift,19,,,374
26,xorshift,20,,,390
26,xorshift,21,,,378
26,xorshift,22,,,390
26,xorshift,23,,,378
26,xorshift,24,,,397
26,xorshift,25,,,370
26,xorshift,26,,,405
26,mulberry32,,400,-0.0017,
26,mulberry32,1,,,400
26,mulberry32,2,,,371
26,mulberry32,3,,,358
26,mulberry32,4,,,361
26,mulberry32,5,,,412
26,mulberry32,6,,,371
26,mulberry32,7,,,367
26,mulberry32,8,,,396
26,mulberry32,9,,,344
26,mulberry32,10,,,398
26,mulberry32,11,,,373
26,mulberry32,12,,,398
26,mulberry32,13,,,387
26,mulberry32,14,,,375
26,mulberry32,15,,,392
26,mulberry32,16,,,402
26,mulberry32,17,,,412
26,mulberry32,18,,,395
26,mulberry32,19,,,393
26,mulberry32,20,,,417
26,mulberry32,21,,,393
26,mulberry32,22,,,389
26,mulberry32,23,,,334
26,mulberry32,24,,,389
26,mulberry32,25,,,389
26,mulberry32,26,,,384
27,nativeRandom,,336,-0.0069,
27,nativeRandom,1,,,393
27,nativeRandom,2,,,370
27,nativeRandom,3,,,348
27,nativeRandom,4,,,383
27,nativeRandom,5,,,386
27,nativeRandom,6,,,386
27,nativeRandom,7,,,364
27,nativeRandom,8,,,383
27,nativeRandom,9,,,369
27,nativeRandom,10,,,367
27,nativeRandom,11,,,385
27,nativeRandom,12,,,371
27,nativeRandom,13,,,371
27,nativeRandom,14,,,331
27,nativeRandom,15,,,382
27,nativeRandom,16,,,332
27,nativeRandom,17,,,373
27,nativeRandom,18,,,343
27,nativeRandom,19,,,373
27,nativeRandom,20,,,406
27,nativeRandom,21,,,355
27,nativeRandom,22,,,394
27,nativeRandom,23,,,320
27,nativeRandom,24,,,385
27,nativeRandom,25,,,386
27,nativeRandom,26,,,387
27,nativeRandom,27,,,357
27,lcg,,336,-0.0119,
27,lcg,1,,,409
27,lcg,2,,,374
27,lcg,3,,,324
27,lcg,4,,,412
27,lcg,5,,,368
27,lcg,6,,,412
27,lcg,7,,,361
27,lcg,8,,,375
27,lcg,9,,,378
27,lcg,10,,,365
27,lcg,11,,,396
27,lcg,12,,,356
27,lcg,13,,,407
27,lcg,14,,,369
27,lcg,15,,,349
27,lcg,16,,,375
27,lcg,17,,,331
27,lcg,18,,,366
27,lcg,19,,,376
27,lcg,20,,,352
27,lcg,21,,,342
27,lcg,22,,,370
27,lcg,23,,,366
27,lcg,24,,,351
27,lcg,25,,,362
27,lcg,26,,,375
27,lcg,27,,,379
27,xorshift,,385,-0.0072,
27,xorshift,1,,,371
27,xorshift,2,,,394
27,xorshift,3,,,396
27,xorshift,4,,,383
27,xorshift,5,,,372
27,xorshift,6,,,372
27,xorshift,7,,,377
27,xorshift,8,,,360
27,xorshift,9,,,392
27,xorshift,10,,,403
27,xorshift,11,,,332
27,xorshift,12,,,361
27,xorshift,13,,,341
27,xorshift,14,,,361
27,xorshift,15,,,378
27,xorshift,16,,,362
27,xorshift,17,,,333
27,xorshift,18,,,364
27,xorshift,19,,,374
27,xorshift,20,,,361
27,xorshift,21,,,389
27,xorshift,22,,,386
27,xorshift,23,,,372
27,xorshift,24,,,365
27,xorshift,25,,,358
27,xorshift,26,,,380
27,xorshift,27,,,363
27,mulberry32,,332,-0.0199,
27,mulberry32,1,,,345
27,mulberry32,2,,,391
27,mulberry32,3,,,356
27,mulberry32,4,,,361
27,mulberry32,5,,,360
27,mulberry32,6,,,353
27,mulberry32,7,,,397
27,mulberry32,8,,,370
27,mulberry32,9,,,390
27,mulberry32,10,,,372
27,mulberry32,11,,,365
27,mulberry32,12,,,351
27,mulberry32,13,,,389
27,mulberry32,14,,,374
27,mulberry32,15,,,397
27,mulberry32,16,,,375
27,mulberry32,17,,,350
27,mulberry32,18,,,342
27,mulberry32,19,,,383
27,mulberry32,20,,,377
27,mulberry32,21,,,384
27,mulberry32,22,,,337
27,mulberry32,23,,,349
27,mulberry32,24,,,360
27,mulberry32,25,,,417
27,mulberry32,26,,,378
27,mulberry32,27,,,377
28,nativeRandom,,395,0.0194,
28,nativeRandom,1,,,384
28,nativeRandom,2,,,340
28,nativeRandom,3,,,375
28,nativeRandom,4,,,380
28,nativeRandom,5,,,360
28,nativeRandom,6,,,349
28,nativeRandom,7,,,369
28,nativeRandom,8,,,335
28,nativeRandom,9,,,384
28,nativeRandom,10,,,351
28,nativeRandom,11,,,380
28,nativeRandom,12,,,329
28,nativeRandom,13,,,358
28,nativeRandom,14,,,328
28,nativeRandom,15,,,357
28,nativeRandom,16,,,362
28,nativeRandom,17,,,372
28,nativeRandom,18,,,380
28,nativeRandom,19,,,386
28,nativeRandom,20,,,338
28,nativeRandom,21,,,333
28,nativeRandom,22,,,360
28,nativeRandom,23,,,355
28,nativeRandom,24,,,369
28,nativeRandom,25,,,338
28,nativeRandom,26,,,354
28,nativeRandom,27,,,345
28,nativeRandom,28,,,329
28,lcg,,345,-0.0134,
28,lcg,1,,,407
28,lcg,2,,,351
28,lcg,3,,,326
28,lcg,4,,,371
28,lcg,5,,,377
28,lcg,6,,,387
28,lcg,7,,,368
28,lcg,8,,,336
28,lcg,9,,,349
28,lcg,10,,,383
28,lcg,11,,,342
28,lcg,12,,,357
28,lcg,13,,,379
28,lcg,14,,,395
28,lcg,15,,,330
28,lcg,16,,,337
28,lcg,17,,,374
28,lcg,18,,,330
28,lcg,19,,,342
28,lcg,20,,,342
28,lcg,21,,,347
28,lcg,22,,,330
28,lcg,23,,,366
28,lcg,24,,,369
28,lcg,25,,,336
28,lcg,26,,,343
28,lcg,27,,,361
28,lcg,28,,,365
28,xorshift,,371,0.0273,
28,xorshift,1,,,343
28,xorshift,2,,,387
28,xorshift,3,,,364
28,xorshift,4,,,369
28,xorshift,5,,,361
28,xorshift,6,,,332
28,xorshift,7,,,365
28,xorshift,8,,,352
28,xorshift,9,,,346
28,xorshift,10,,,336
28,xorshift,11,,,353
28,xorshift,12,,,319
28,xorshift,13,,,385
28,xorshift,14,,,343
28,xorshift,15,,,391
28,xorshift,16,,,360
28,xorshift,17,,,345
28,xorshift,18,,,347
28,xorshift,19,,,368
28,xorshift,20,,,354
28,xorshift,21,,,353
28,xorshift,22,,,359
28,xorshift,23,,,359
28,xorshift,24,,,392
28,xorshift,25,,,354
28,xorshift,26,,,325
28,xorshift,27,,,363
28,xorshift,28,,,375
28,mulberry32,,354,-0.0078,
28,mulberry32,1,,,384
28,mulberry32,2,,,369
28,mulberry32,3,,,341
28,mulberry32,4,,,365
28,mulberry32,5,,,358
28,mulberry32,6,,,358
28,mulberry32,7,,,361
28,mulberry32,8,,,338
28,mulberry32,9,,,354
28,mulberry32,10,,,356
28,mulberry32,11,,,359
28,mulberry32,12,,,312
28,mulberry32,13,,,332
28,mulberry32,14,,,385
28,mulberry32,15,,,353
28,mulberry32,16,,,373
28,mulberry32,17,,,372
28,mulberry32,18,,,342
28,mulberry32,19,,,367
28,mulberry32,20,,,357
28,mulberry32,21,,,386
28,mulberry32,22,,,344
28,mulberry32,23,,,367
28,mulberry32,24,,,331
28,mulberry32,25,,,372
28,mulberry32,26,,,365
28,mulberry32,27,,,341
28,mulberry32,28,,,358
29,nativeRandom,,344,-0.0121,
29,nativeRandom,1,,,313
29,nativeRandom,2,,,367
29,nativeRandom,3,,,356
29,nativeRandom,4,,,346
29,nativeRandom,5,,,348
29,nativeRandom,6,,,358
29,nativeRandom,7,,,359
29,nativeRandom,8,,,363
29,nativeRandom,9,,,307
29,nativeRandom,10,,,320
29,nativeRandom,11,,,352
29,nativeRandom,12,,,351
29,nativeRandom,13,,,337
29,nativeRandom,14,,,336
29,nativeRandom,15,,,344
29,nativeRandom,16,,,341
29,nativeRandom,17,,,343
29,nativeRandom,18,,,355
29,nativeRandom,19,,,355
29,nativeRandom,20,,,334
29,nativeRandom,21,,,355
29,nativeRandom,22,,,319
29,nativeRandom,23,,,372
29,nativeRandom,24,,,356
29,nativeRandom,25,,,336
29,nativeRandom,26,,,337
29,nativeRandom,27,,,361
29,nativeRandom,28,,,323
29,nativeRandom,29,,,356
29,lcg,,321,-0.0118,
29,lcg,1,,,392
29,lcg,2,,,348
29,lcg,3,,,313
29,lcg,4,,,353
29,lcg,5,,,366
29,lcg,6,,,358
29,lcg,7,,,369
29,lcg,8,,,328
29,lcg,9,,,323
29,lcg,10,,,373
29,lcg,11,,,342
29,lcg,12,,,367
29,lcg,13,,,338
29,lcg,14,,,367
29,lcg,15,,,329
29,lcg,16,,,321
29,lcg,17,,,350
29,lcg,18,,,330
29,lcg,19,,,318
29,lcg,20,,,362
29,lcg,21,,,320
29,lcg,22,,,337
29,lcg,23,,,327
29,lcg,24,,,367
29,lcg,25,,,345
29,lcg,26,,,322
29,lcg,27,,,338
29,lcg,28,,,345
29,lcg,29,,,352
29,xorshift,,358,0.0035,
29,xorshift,1,,,364
29,xorshift,2,,,345
29,xorshift,3,,,340
29,xorshift,4,,,349
29,xorshift,5,,,357
29,xorshift,6,,,375
29,xorshift,7,,,323
29,xorshift,8,,,340
29,xorshift,9,,,358
29,xorshift,10,,,366
29,xorshift,11,,,373
29,xorshift,12,,,377
29,xorshift,13,,,326
29,xorshift,14,,,360
29,xorshift,15,,,359
29,xorshift,16,,,366
29,xorshift,17,,,372
29,xorshift,18,,,357
29,xorshift,19,,,331
29,xorshift,20,,,327
29,xorshift,21,,,331
29,xorshift,22,,,348
29,xorshift,23,,,312
29,xorshift,24,,,313
29,xorshift,25,,,310
29,xorshift,26,,,304
29,xorshift,27,,,342
29,xorshift,28,,,337
29,xorshift,29,,,338
29,mulberry32,,378,0.0099,
29,mulberry32,1,,,359
29,mulberry32,2,,,337
29,mulberry32,3,,,335
29,mulberry32,4,,,365
29,mulberry32,5,,,331
29,mulberry32,6,,,336
29,mulberry32,7,,,334
29,mulberry32,8,,,350
29,mulberry32,9,,,350
29,mulberry32,10,,,363
29,mulberry32,11,,,364
29,mulberry32,12,,,336
29,mulberry32,13,,,328
29,mulberry32,14,,,345
29,mulberry32,15,,,348
29,mulberry32,16,,,360
29,mulberry32,17,,,333
29,mulberry32,18,,,345
29,mulberry32,19,,,350
29,mulberry32,20,,,360
29,mulberry32,21,,,326
29,mulberry32,22,,,317
29,mulberry32,23,,,363
29,mulberry32,24,,,342
29,mulberry32,25,,,352
29,mulberry32,26,,,339
29,mulberry32,27,,,350
29,mulberry32,28,,,332
29,mulberry32,29,,,350
30,nativeRandom,,300,-0.0168,
30,nativeRandom,1,,,315
30,nativeRandom,2,,,346
30,nativeRandom,3,,,373
30,nativeRandom,4,,,305
30,nativeRandom,5,,,344
30,nativeRandom,6,,,361
30,nativeRandom,7,,,308
30,nativeRandom,8,,,319
30,nativeRandom,9,,,328
30,nativeRandom,10,,,337
30,nativeRandom,11,,,320
30,nativeRandom,12,,,327
30,nativeRandom,13,,,347
30,nativeRandom,14,,,322
30,nativeRandom,15,,,331
30,nativeRandom,16,,,324
30,nativeRandom,17,,,342
30,nativeRandom,18,,,334
30,nativeRandom,19,,,318
30,nativeRandom,20,,,320
30,nativeRandom,21,,,336
30,nativeRandom,22,,,333
30,nativeRandom,23,,,358
30,nativeRandom,24,,,330
30,nativeRandom,25,,,343
30,nativeRandom,26,,,341
30,nativeRandom,27,,,339
30,nativeRandom,28,,,328
30,nativeRandom,29,,,315
30,nativeRandom,30,,,356
30,lcg,,321,-0.0117,
30,lcg,1,,,384
30,lcg,2,,,333
30,lcg,3,,,305
30,lcg,4,,,336
30,lcg,5,,,355
30,lcg,6,,,318
30,lcg,7,,,376
30,lcg,8,,,321
30,lcg,9,,,332
30,lcg,10,,,341
30,lcg,11,,,330
30,lcg,12,,,342
30,lcg,13,,,324
30,lcg,14,,,386
30,lcg,15,,,347
30,lcg,16,,,310
30,lcg,17,,,318
30,lcg,18,,,349
30,lcg,19,,,292
30,lcg,20,,,319
30,lcg,21,,,333
30,lcg,22,,,308
30,lcg,23,,,311
30,lcg,24,,,329
30,lcg,25,,,344
30,lcg,26,,,327
30,lcg,27,,,306
30,lcg,28,,,338
30,lcg,29,,,335
30,lcg,30,,,351
30,xorshift,,333,0.0079,
30,xorshift,1,,,325
30,xorshift,2,,,333
30,xorshift,3,,,315
30,xorshift,4,,,362
30,xorshift,5,,,346
30,xorshift,6,,,302
30,xorshift,7,,,303
30,xorshift,8,,,331
30,xorshift,9,,,367
30,xorshift,10,,,326
30,xorshift,11,,,337
30,xorshift,12,,,340
30,xorshift,13,,,350
30,xorshift,14,,,313
30,xorshift,15,,,333
30,xorshift,16,,,348
30,xorshift,17,,,330
30,xorshift,18,,,351
30,xorshift,19,,,320
30,xorshift,20,,,353
30,xorshift,21,,,318
30,xorshift,22,,,351
30,xorshift,23,,,331
30,xorshift,24,,,370
30,xorshift,25,,,346
30,xorshift,26,,,301
30,xorshift,27,,,342
30,xorshift,28,,,313
30,xorshift,29,,,325
30,xorshift,30,,,318
30,mulberry32,,333,0.0088,
30,mulberry32,1,,,329
30,mulberry32,2,,,317
30,mulberry32,3,,,335
30,mulberry32,4,,,333
30,mulberry32,5,,,325
30,mulberry32,6,,,333
30,mulberry32,7,,,303
30,mulberry32,8,,,367
30,mulberry32,9,,,349
30,mulberry32,10,,,333
30,mulberry32,11,,,324
30,mulberry32,12,,,336
30,mulberry32,13,,,339
30,mulberry32,14,,,298
30,mulberry32,15,,,327
30,mulberry32,16,,,325
30,mulberry32,17,,,344
30,mulberry32,18,,,352
30,mulberry32,19,,,295
30,mulberry32,20,,,368
30,mulberry32,21,,,353
30,mulberry32,22,,,351
30,mulberry32,23,,,334
30,mulberry32,24,,,338
30,mulberry32,25,,,303
30,mulberry32,26,,,337
30,mulberry32,27,,,329
30,mulberry32,28,,,339
30,mulberry32,29,,,345
30,mulberry32,30,,,339
31,nativeRandom,,324,-0.0006,
31,nativeRandom,1,,,319
31,nativeRandom,2,,,324
31,nativeRandom,3,,,312
31,nativeRandom,4,,,361
31,nativeRandom,5,,,324
31,nativeRandom,6,,,310
31,nativeRandom,7,,,313
31,nativeRandom,8,,,311
31,nativeRandom,9,,,330
31,nativeRandom,10,,,301
31,nativeRandom,11,,,350
31,nativeRandom,12,,,325
31,nativeRandom,13,,,316
31,nativeRandom,14,,,320
31,nativeRandom,15,,,313
31,nativeRandom,16,,,317
31,nativeRandom,17,,,326
31,nativeRandom,18,,,313
31,nativeRandom,19,,,289
31,nativeRandom,20,,,288
31,nativeRandom,21,,,292
31,nativeRandom,22,,,359
31,nativeRandom,23,,,310
31,nativeRandom,24,,,324
31,nativeRandom,25,,,324
31,nativeRandom,26,,,346
31,nativeRandom,27,,,298
31,nativeRandom,28,,,342
31,nativeRandom,29,,,338
31,nativeRandom,30,,,360
31,nativeRandom,31,,,345
31,lcg,,308,-0.0102,
31,lcg,1,,,369
31,lcg,2,,,334
31,lcg,3,,,294
31,lcg,4,,,314
31,lcg,5,,,354
31,lcg,6,,,316
31,lcg,7,,,356
31,lcg,8,,,309
31,lcg,9,,,327
31,lcg,10,,,312
31,lcg,11,,,341
31,lcg,12,,,311
31,lcg,13,,,350
