roulette_size,generator,number,repeats,correlation,counts
21,lcg,7,,,4806
21,lcg,8,,,4707
21,lcg,9,,,4811
21,lcg,10,,,5165
21,lcg,11,,,4687
21,lcg,12,,,4513
21,lcg,13,,,4726
21,lcg,14,,,4479
21,lcg,15,,,4691
21,lcg,16,,,4675
21,lcg,17,,,4611
21,lcg,18,,,4831
21,lcg,19,,,4536
21,lcg,20,,,4643
21,lcg,21,,,4925
21,xorshift,,4778,-0.0016,
21,xorshift,1,,,4756
21,xorshift,2,,,4865
21,xorshift,3,,,4772
21,xorshift,4,,,4645
21,xorshift,5,,,4797
21,xorshift,6,,,4772
21,xorshift,7,,,4817
21,xorshift,8,,,4604
21,xorshift,9,,,4764
21,xorshift,10,,,4634
21,xorshift,11,,,4761
21,xorshift,12,,,4711
21,xorshift,13,,,4697
21,xorshift,14,,,4833
21,xorshift,15,,,4850
21,xorshift,16,,,4678
21,xorshift,17,,,4829
21,xorshift,18,,,4856
21,xorshift,19,,,4774
21,xorshift,20,,,4872
21,xorshift,21,,,4713
21,mulberry32,,4842,-0.0063,
21,mulberry32,1,,,4773
21,mulberry32,2,,,4823
21,mulberry32,3,,,4741
21,mulberry32,4,,,4811
21,mulberry32,5,,,4883
21,mulberry32,6,,,4736
21,mulberry32,7,,,4830
21,mulberry32,8,,,4653
21,mulberry32,9,,,4746
21,mulberry32,10,,,4719
21,mulberry32,11,,,4790
21,mulberry32,12,,,4755
21,mulberry32,13,,,4695
21,mulberry32,14,,,4673
21,mulberry32,15,,,4639
21,mulberry32,16,,,4883
21,mulberry32,17,,,4759
21,mulberry32,18,,,4851
21,mulberry32,19,,,4708
21,mulberry32,20,,,4791
21,mulberry32,21,,,4741
22,nativeRandom,,4419,-0.0018,
22,nativeRandom,1,,,4503
22,nativeRandom,2,,,4689
22,nativeRandom,3,,,4450
22,nativeRandom,4,,,4456
22,nativeRandom,5,,,4529
22,nativeRandom,6,,,4605
22,nativeRandom,7,,,4517
22,nativeRandom,8,,,4611
22,nativeRandom,9,,,4572
22,nativeRandom,10,,,4548
22,nativeRandom,11,,,4612
22,nativeRandom,12,,,4451
22,nativeRandom,13,,,4587
22,nativeRandom,14,,,4585
22,nativeRandom,15,,,4575
22,nativeRandom,16,,,4543
22,nativeRandom,17,,,4612
22,nativeRandom,18,,,4637
22,nativeRandom,19,,,4430
22,nativeRandom,20,,,4460
22,nativeRandom,21,,,4513
22,nativeRandom,22,,,4515
22,lcg,,4330,-0.0110,
22,lcg,1,,,5053
22,lcg,2,,,4284
22,lcg,3,,,4525
22,lcg,4,,,4658
22,lcg,5,,,5074
22,lcg,6,,,4303
22,lcg,7,,,4512
22,lcg,8,,,4665
22,lcg,9,,,4721
22,lcg,10,,,4552
22,lcg,11,,,4898
22,lcg,12,,,4164
22,lcg,13,,,4621
22,lcg,14,,,4291
22,lcg,15,,,4392
22,lcg,16,,,4387
22,lcg,17,,,4193
22,lcg,18,,,4572
22,lcg,19,,,4637
22,lcg,20,,,4307
22,lcg,21,,,4480
22,lcg,22,,,4711
22,xorshift,,4542,-0.0067,
22,xorshift,1,,,4481
22,xorshift,2,,,4618
22,xorshift,3,,,4546
22,xorshift,4,,,4631
22,xorshift,5,,,4580
22,xorshift,6,,,4495
22,xorshift,7,,,4565
22,xorshift,8,,,4628
22,xorshift,9,,,4496
22,xorshift,10,,,4470
22,xorshift,11,,,4552
22,xorshift,12,,,4479
22,xorshift,13,,,4467
22,xorshift,14,,,4452
22,xorshift,15,,,4474
22,xorshift,16,,,4541
22,xorshift,17,,,4639
22,xorshift,18,,,4612
22,xorshift,19,,,4600
22,xorshift,20,,,4526
22,xorshift,21,,,4564
22,xorshift,22,,,4584
22,mulberry32,,4509,-0.0061,
22,mulberry32,1,,,4626
22,mulberry32,2,,,4478
22,mulberry32,3,,,4533
22,mulberry32,4,,,4612
22,mulberry32,5,,,4418
22,mulberry32,6,,,4595
22,mulberry32,7,,,4493
22,mulberry32,8,,,4670
22,mulberry32,9,,,4486
22,mulberry32,10,,,4550
22,mulberry32,11,,,4453
22,mulberry32,12,,,4548
22,mulberry32,13,,,4552
22,mulberry32,14,,,4626
22,mulberry32,15,,,4533
22,mulberry32,16,,,4545
22,mulberry32,17,,,4540
22,mulberry32,18,,,4462
22,mulberry32,19,,,4609
22,mulberry32,20,,,4546
22,mulberry32,21,,,4567
22,mulberry32,22,,,4558
23,nativeRandom,,4292,0.0007,
23,nativeRandom,1,,,4217
23,nativeRandom,2,,,4373
23,nativeRandom,3,,,4371
23,nativeRandom,4,,,4435
23,nativeRandom,5,,,4342
23,nativeRandom,6,,,4350
23,nativeRandom,7,,,4416
23,nativeRandom,8,,,4277
23,nativeRandom,9,,,4556
23,nativeRandom,10,,,4318
23,nativeRandom,11,,,4392
23,nativeRandom,12,,,4408
23,nativeRandom,13,,,4399
23,nativeRandom,14,,,4296
23,nativeRandom,15,,,4383
23,nativeRandom,16,,,4316
23,nativeRandom,17,,,4303
23,nativeRandom,18,,,4368
23,nativeRandom,19,,,4320
23,nativeRandom,20,,,4243
23,nativeRandom,21,,,4245
23,nativeRandom,22,,,4306
23,nativeRandom,23,,,4366
23,lcg,,4182,-0.0129,
23,lcg,1,,,4823
23,lcg,2,,,4270
23,lcg,3,,,4289
23,lcg,4,,,4548
23,lcg,5,,,4492
23,lcg,6,,,4395
23,lcg,7,,,4275
23,lcg,8,,,4402
23,lcg,9,,,4242
23,lcg,10,,,4417
23,lcg,11,,,4727
23,lcg,12,,,4256
23,lcg,13,,,4145
23,lcg,14,,,4470
23,lcg,15,,,4018
23,lcg,16,,,4332
23,lcg,17,,,4197
23,lcg,18,,,3906
23,lcg,19,,,4547
23,lcg,20,,,4407
23,lcg,21,,,4005
23,lcg,22,,,4313
23,lcg,23,,,4524
23,xorshift,,4428,0.0006,
23,xorshift,1,,,4234
23,xorshift,2,,,4334
23,xorshift,3,,,4203
23,xorshift,4,,,4307
23,xorshift,5,,,4369
23,xorshift,6,,,4461
23,xorshift,7,,,4337
23,xorshift,8,,,4427
23,xorshift,9,,,4274
23,xorshift,10,,,4373
23,xorshift,11,,,4344
23,xorshift,12,,,4291
23,xorshift,13,,,4413
23,xorshift,14,,,4456
23,xorshift,15,,,4365
23,xorshift,16,,,4315
23,xorshift,17,,,4415
23,xorshift,18,,,4378
23,xorshift,19,,,4288
23,xorshift,20,,,4356
23,xorshift,21,,,4299
23,xorshift,22,,,4369
23,xorshift,23,,,4392
23,mulberry32,,4271,0.0014,
23,mulberry32,1,,,4334
23,mulberry32,2,,,4339
23,mulberry32,3,,,4348
23,mulberry32,4,,,4360
23,mulberry32,5,,,4315
23,mulberry32,6,,,4327
23,mulberry32,7,,,4444
23,mulberry32,8,,,4377
23,mulberry32,9,,,4363
23,mulberry32,10,,,4328
23,mulberry32,11,,,4413
23,mulberry32,12,,,4417
23,mulberry32,13,,,4374
23,mulberry32,14,,,4396
23,mulberry32,15,,,4325
23,mulberry32,16,,,4307
23,mulberry32,17,,,4321
23,mulberry32,18,,,4265
23,mulberry32,19,,,4345
23,mulberry32,20,,,4331
23,mulberry32,21,,,4269
23,mulberry32,22,,,4377
23,mulberry32,23,,,4325
24,nativeRandom,,4146,-0.0024,
24,nativeRandom,1,,,4102
24,nativeRandom,2,,,4174
24,nativeRandom,3,,,4178
24,nativeRandom,4,,,4251
24,nativeRandom,5,,,4055
24,nativeRandom,6,,,4106
24,nativeRandom,7,,,4105
24,nativeRandom,8,,,4136
24,nativeRandom,9,,,4210
24,nativeRandom,10,,,4209
24,nativeRandom,11,,,4102
24,nativeRandom,12,,,4294
24,nativeRandom,13,,,4234
24,nativeRandom,14,,,4212
24,nativeRandom,15,,,4177
24,nativeRandom,16,,,4122
24,nativeRandom,17,,,4197
24,nativeRandom,18,,,4237
24,nativeRandom,19,,,4220
24,nativeRandom,20,,,4119
24,nativeRandom,21,,,4185
24,nativeRandom,22,,,4129
24,nativeRandom,23,,,4083
24,nativeRandom,24,,,4163
24,lcg,,4066,-0.0118,
24,lcg,1,,,4651
24,lcg,2,,,4117
24,lcg,3,,,3959
24,lcg,4,,,4399
24,lcg,5,,,4336
24,lcg,6,,,4341
24,lcg,7,,,3958
24,lcg,8,,,4244
24,lcg,9,,,4170
24,lcg,10,,,4311
24,lcg,11,,,4319
24,lcg,12,,,4415
24,lcg,13,,,3813
24,lcg,14,,,4153
24,lcg,15,,,3879
24,lcg,16,,,4032
24,lcg,17,,,4164
24,lcg,18,,,4008
24,lcg,19,,,3928
24,lcg,20,,,4301
24,lcg,21,,,4229
24,lcg,22,,,3893
24,lcg,23,,,4119
24,lcg,24,,,4261
24,xorshift,,4109,-0.0004,
24,xorshift,1,,,4217
24,xorshift,2,,,4140
24,xorshift,3,,,4078
24,xorshift,4,,,4234
24,xorshift,5,,,4182
24,xorshift,6,,,4110
24,xorshift,7,,,4075
24,xorshift,8,,,4119
24,xorshift,9,,,4096
24,xorshift,10,,,4086
24,xorshift,11,,,4192
24,xorshift,12,,,4188
24,xorshift,13,,,4072
24,xorshift,14,,,4235
24,xorshift,15,,,4145
24,xorshift,16,,,4293
24,xorshift,17,,,4176
24,xorshift,18,,,4174
24,xorshift,19,,,4217
24,xorshift,20,,,4269
24,xorshift,21,,,4274
24,xorshift,22,,,4148
24,xorshift,23,,,4117
24,xorshift,24,,,4163
24,mulberry32,,4239,0.0025,
24,mulberry32,1,,,4211
24,mulberry32,2,,,4133
24,mulberry32,3,,,4176
24,mulberry32,4,,,4063
24,mulberry32,5,,,4217
24,mulberry32,6,,,4134
24,mulberry32,7,,,4220
24,mulberry32,8,,,4022
24,mulberry32,9,,,4223
24,mulberry32,10,,,4163
24,mulberry32,11,,,4141
24,mulberry32,12,,,4158
24,mulberry32,13,,,4162
24,mulberry32,14,,,4080
24,mulberry32,15,,,4227
24,mulberry32,16,,,4163
24,mulberry32,17,,,4176
24,mulberry32,18,,,4142
24,mulberry32,19,,,4207
24,mulberry32,20,,,4249
24,mulberry32,21,,,4237
24,mulberry32,22,,,4109
24,mulberry32,23,,,4232
24,mulberry32,24,,,4155
25,nativeRandom,,3998,0.0038,
25,nativeRandom,1,,,3985
25,nativeRandom,2,,,4092
25,nativeRandom,3,,,3953
25,nativeRandom,4,,,3965
25,nativeRandom,5,,,4073
25,nativeRandom,6,,,4025
25,nativeRandom,7,,,3909
25,nativeRandom,8,,,3953
25,nativeRandom,9,,,3880
25,nativeRandom,10,,,4171
25,nativeRandom,11,,,4034
25,nativeRandom,12,,,4055
25,nativeRandom,13,,,3874
25,nativeRandom,14,,,3896
25,nativeRandom,15,,,4047
25,nativeRandom,16,,,3981
25,nativeRandom,17,,,3821
25,nativeRandom,18,,,3943
25,nativeRandom,19,,,4036
25,nativeRandom,20,,,4053
25,nativeRandom,21,,,4057
25,nativeRandom,22,,,4031
25,nativeRandom,23,,,4093
25,nativeRandom,24,,,4027
25,nativeRandom,25,,,4046
25,lcg,,3920,-0.0129,
25,lcg,1,,,4413
25,lcg,2,,,4052
25,lcg,3,,,3572
25,lcg,4,,,4478
25,lcg,5,,,3897
25,lcg,6,,,4426
25,lcg,7,,,3816
25,lcg,8,,,3939
25,lcg,9,,,4170
25,lcg,10,,,4041
25,lcg,11,,,3961
25,lcg,12,,,4348
25,lcg,13,,,3930
25,lcg,14,,,3866
25,lcg,15,,,4074
25,lcg,16,,,3709
25,lcg,17,,,3808
25,lcg,18,,,3938
25,lcg,19,,,3813
25,lcg,20,,,3831
25,lcg,21,,,4179
25,lcg,22,,,3873
25,lcg,23,,,3797
25,lcg,24,,,3936
25,lcg,25,,,4133
25,xorshift,,3978,0.0032,
25,xorshift,1,,,3978
25,xorshift,2,,,3946
25,xorshift,3,,,3974
25,xorshift,4,,,3949
25,xorshift,5,,,3924
25,xorshift,6,,,3975
25,xorshift,7,,,3922
25,xorshift,8,,,3980
25,xorshift,9,,,4152
25,xorshift,10,,,4015
25,xorshift,11,,,4041
25,xorshift,12,,,4036
25,xorshift,13,,,4024
25,xorshift,14,,,4106
25,xorshift,15,,,3974
25,xorshift,16,,,4034
25,xorshift,17,,,3938
25,xorshift,18,,,3970
25,xorshift,19,,,3911
25,xorshift,20,,,3982
25,xorshift,21,,,4084
25,xorshift,22,,,4031
25,xorshift,23,,,3985
25,xorshift,24,,,4051
25,xorshift,25,,,4018
25,mulberry32,,4005,0.0003,
25,mulberry32,1,,,4125
25,mulberry32,2,,,3997
25,mulberry32,3,,,4026
25,mulberry32,4,,,3943
25,mulberry32,5,,,3936
25,mulberry32,6,,,4063
25,mulberry32,7,,,4155
25,mulberry32,8,,,3922
25,mulberry32,9,,,4075
25,mulberry32,10,,,3973
25,mulberry32,11,,,4003
25,mulberry32,12,,,4118
25,mulberry32,13,,,3868
25,mulberry32,14,,,4028
25,mulberry32,15,,,4007
25,mulberry32,16,,,3924
25,mulberry32,17,,,3914
25,mulberry32,18,,,3866
25,mulberry32,19,,,4013
25,mulberry32,20,,,4015
25,mulberry32,21,,,4093
25,mulberry32,22,,,4107
25,mulberry32,23,,,3956
25,mulberry32,24,,,4003
25,mulberry32,25,,,3870
26,nativeRandom,,3800,0.0042,
26,nativeRandom,1,,,3752
26,nativeRandom,2,,,3996
26,nativeRandom,3,,,3888
26,nativeRandom,4,,,3739
26,nativeRandom,5,,,3879
26,nativeRandom,6,,,3907
26,nativeRandom,7,,,3863
26,nativeRandom,8,,,3772
26,nativeRandom,9,,,3887
26,nativeRandom,10,,,3824
26,nativeRandom,11,,,3893
26,nativeRandom,12,,,3716
26,nativeRandom,13,,,3903
26,nativeRandom,14,,,3849
26,nativeRandom,15,,,3744
26,nativeRandom,16,,,3923
26,nativeRandom,17,,,3923
26,nativeRandom,18,,,3832
26,nativeRandom,19,,,3792
26,nativeRandom,20,,,3898
26,nativeRandom,21,,,3798
26,nativeRandom,22,,,3751
26,nativeRandom,23,,,3880
26,nativeRandom,24,,,3909
26,nativeRandom,25,,,3877
26,nativeRandom,26,,,3805
26,lcg,,3862,-0.0117,
26,lcg,1,,,4281
26,lcg,2,,,3915
26,lcg,3,,,3363
26,lcg,4,,,4298
26,lcg,5,,,3689
26,lcg,6,,,4246
26,lcg,7,,,3675
26,lcg,8,,,3778
26,lcg,9,,,4034
26,lcg,10,,,3784
26,lcg,11,,,4074
26,lcg,12,,,3937
26,lcg,13,,,4100
26,lcg,14,,,3545
26,lcg,15,,,3728
26,lcg,16,,,3885
26,lcg,17,,,3510
26,lcg,18,,,3873
26,lcg,19,,,3712
26,lcg,20,,,3584
26,lcg,21,,,3761
26,lcg,22,,,3954
26,lcg,23,,,3758
26,lcg,24,,,3732
26,lcg,25,,,3819
26,lcg,26,,,3965
26,xorshift,,3794,0.0008,
26,xorshift,1,,,3887
26,xorshift,2,,,3800
26,xorshift,3,,,3840
26,xorshift,4,,,3814
26,xorshift,5,,,3901
26,xorshift,6,,,3871
26,xorshift,7,,,3801
26,xorshift,8,,,3887
26,xorshift,9,,,3879
26,xorshift,10,,,3970
26,xorshift,11,,,3844
26,xorshift,12,,,3785
26,xorshift,13,,,3784
26,xorshift,14,,,3854
26,xorshift,15,,,3883
26,xorshift,16,,,3879
26,xorshift,17,,,3895
26,xorshift,18,,,3788
26,xorshift,19,,,3830
26,xorshift,20,,,3809
26,xorshift,21,,,3868
26,xorshift,22,,,3831
26,xorshift,23,,,3826
26,xorshift,24,,,3836
26,xorshift,25,,,3811
26,xorshift,26,,,3827
26,mulberry32,,3773,0.0027,
26,mulberry32,1,,,3824
26,mulberry32,2,,,3903
26,mulberry32,3,,,3865
26,mulberry32,4,,,3839
26,mulberry32,5,,,3939
26,mulberry32,6,,,3799
26,mulberry32,7,,,3937
26,mulberry32,8,,,3945
26,mulberry32,9,,,3902
26,mulberry32,10,,,3714
26,mulberry32,11,,,3919
26,mulberry32,12,,,3829
26,mulberry32,13,,,3844
26,mulberry32,14,,,3750
26,mulberry32,15,,,3803
26,mulberry32,16,,,3691
26,mulberry32,17,,,3833
26,mulberry32,18,,,3892
26,mulberry32,19,,,3782
26,mulberry32,20,,,3894
26,mulberry32,21,,,3894
26,mulberry32,22,,,3807
26,mulberry32,23,,,3786
26,mulberry32,24,,,3860
26,mulberry32,25,,,3892
26,mulberry32,26,,,3857
27,nativeRandom,,3708,0.0023,
27,nativeRandom,1,,,3836
27,nativeRandom,2,,,3705
27,nativeRandom,3,,,3740
27,nativeRandom,4,,,3588
27,nativeRandom,5,,,3748
27,nativeRandom,6,,,3708
27,nativeRandom,7,,,3729
27,nativeRandom,8,,,3780
27,nativeRandom,9,,,3695
27,nativeRandom,10,,,3711
27,nativeRandom,11,,,3647
27,nativeRandom,12,,,3689
27,nativeRandom,13,,,3629
27,nativeRandom,14,,,3675
27,nativeRandom,15,,,3692
27,nativeRandom,16,,,3855
27,nativeRandom,17,,,3708
27,nativeRandom,18,,,3735
27,nativeRandom,19,,,3692
27,nativeRandom,20,,,3662
27,nativeRandom,21,,,3713
27,nativeRandom,22,,,3685
27,nativeRandom,23,,,3602
27,nativeRandom,24,,,3660
27,nativeRandom,25,,,3666
27,nativeRandom,26,,,3710
27,nativeRandom,27,,,3740
27,lcg,,3346,-0.0123,
27,lcg,1,,,4132
27,lcg,2,,,3725
27,lcg,3,,,3298
27,lcg,4,,,4069
27,lcg,5,,,3661
27,lcg,6,,,4105
27,lcg,7,,,3585
27,lcg,8,,,3715
27,lcg,9,,,3735
27,lcg,10,,,3618
27,lcg,11,,,3947
27,lcg,12,,,3586
27,lcg,13,,,4081
27,lcg,14,,,3651
27,lcg,15,,,3467
27,lcg,16,,,3801
27,lcg,17,,,3307
27,lcg,18,,,3617
27,lcg,19,,,3730
27,lcg,20,,,3570
27,lcg,21,,,3374
27,lcg,22,,,3788
27,lcg,23,,,3760
27,lcg,24,,,3478
27,lcg,25,,,3666
27,lcg,26,,,3730
27,lcg,27,,,3804
27,xorshift,,3776,0.0040,
27,xorshift,1,,,3706
27,xorshift,2,,,3664
27,xorshift,3,,,3739
27,xorshift,4,,,3734
27,xorshift,5,,,3752
27,xorshift,6,,,3666
27,xorshift,7,,,3646
27,xorshift,8,,,3726
27,xorshift,9,,,3791
27,xorshift,10,,,3735
27,xorshift,11,,,3684
27,xorshift,12,,,3761
27,xorshift,13,,,3793
27,xorshift,14,,,3676
27,xorshift,15,,,3651
27,xorshift,16,,,3708
27,xorshift,17,,,3722
27,xorshift,18,,,3708
27,xorshift,19,,,3642
27,xorshift,20,,,3626
27,xorshift,21,,,3742
27,xorshift,22,,,3613
27,xorshift,23,,,3738
27,xorshift,24,,,3771
27,xorshift,25,,,3716
27,xorshift,26,,,3647
27,xorshift,27,,,3643
27,mulberry32,,3693,-0.0039,
27,mulberry32,1,,,3841
27,mulberry32,2,,,3743
27,mulberry32,3,,,3634
27,mulberry32,4,,,3708
27,mulberry32,5,,,3739
27,mulberry32,6,,,3687
27,mulberry32,7,,,3747
27,mulberry32,8,,,3671
27,mulberry32,9,,,3685
27,mulberry32,10,,,3650
27,mulberry32,11,,,3721
27,mulberry32,12,,,3703
27,mulberry32,13,,,3697
27,mulberry32,14,,,3748
27,mulberry32,15,,,3607
27,mulberry32,16,,,3699
27,mulberry32,17,,,3716
27,mulberry32,18,,,3717
27,mulberry32,19,,,3633
27,mulberry32,20,,,3650
27,mulberry32,21,,,3735
27,mulberry32,22,,,3684
27,mulberry32,23,,,3705
27,mulberry32,24,,,3610
27,mulberry32,25,,,3846
27,mulberry32,26,,,3651
27,mulberry32,27,,,3773
28,nativeRandom,,3647,-0.0050,
28,nativeRandom,1,,,3548
28,nativeRandom,2,,,3547
28,nativeRandom,3,,,3567
28,nativeRandom,4,,,3517
28,nativeRandom,5,,,3593
28,nativeRandom,6,,,3579
28,nativeRandom,7,,,3549
28,nativeRandom,8,,,3595
28,nativeRandom,9,,,3553
28,nativeRandom,10,,,3589
28,nativeRandom,11,,,3437
28,nativeRandom,12,,,3594
28,nativeRandom,13,,,3652
28,nativeRandom,14,,,3608
28,nativeRandom,15,,,3552
28,nativeRandom,16,,,3585
28,nativeRandom,17,,,3610
28,nativeRandom,18,,,3635
28,nativeRandom,19,,,3537
28,nativeRandom,20,,,3561
28,nativeRandom,21,,,3603
28,nativeRandom,22,,,3603
28,nativeRandom,23,,,3546
28,nativeRandom,24,,,3516
28,nativeRandom,25,,,3494
28,nativeRandom,26,,,3603
28,nativeRandom,27,,,3626
28,nativeRandom,28,,,3601
28,lcg,,3485,-0.0119,
28,lcg,1,,,4105
28,lcg,2,,,3509
28,lcg,3,,,3254
28,lcg,4,,,3745
28,lcg,5,,,3679
28,lcg,6,,,3870
28,lcg,7,,,3657
28,lcg,8,,,3385
28,lcg,9,,,3482
28,lcg,10,,,3807
28,lcg,11,,,3399
28,lcg,12,,,3618
28,lcg,13,,,3774
28,lcg,14,,,3917
28,lcg,15,,,3278
28,lcg,16,,,3389
28,lcg,17,,,3720
28,lcg,18,,,3281
28,lcg,19,,,3406
28,lcg,20,,,3473
28,lcg,21,,,3486
28,lcg,22,,,3263
28,lcg,23,,,3690
28,lcg,24,,,3676
28,lcg,25,,,3380
28,lcg,26,,,3508
28,lcg,27,,,3594
28,lcg,28,,,3655
28,xorshift,,3573,0.0033,
28,xorshift,1,,,3642
28,xorshift,2,,,3532
28,xorshift,3,,,3578
28,xorshift,4,,,3500
28,xorshift,5,,,3643
28,xorshift,6,,,3515
28,xorshift,7,,,3524
28,xorshift,8,,,3503
28,xorshift,9,,,3549
28,xorshift,10,,,3487
28,xorshift,11,,,3604
28,xorshift,12,,,3704
28,xorshift,13,,,3625
28,xorshift,14,,,3497
28,xorshift,15,,,3541
28,xorshift,16,,,3608
28,xorshift,17,,,3636
28,xorshift,18,,,3563
28,xorshift,19,,,3674
28,xorshift,20,,,3671
28,xorshift,21,,,3426
28,xorshift,22,,,3548
28,xorshift,23,,,3543
28,xorshift,24,,,3535
28,xorshift,25,,,3536
28,xorshift,26,,,3576
28,xorshift,27,,,3533
28,xorshift,28,,,3707
28,mulberry32,,3567,0.0011,
28,mulberry32,1,,,3532
28,mulberry32,2,,,3550
28,mulberry32,3,,,3552
28,mulberry32,4,,,3575
28,mulberry32,5,,,3509
28,mulberry32,6,,,3647
28,mulberry32,7,,,3503
28,mulberry32,8,,,3665
28,mulberry32,9,,,3588
28,mulberry32,10,,,3583
28,mulberry32,11,,,3520
28,mulberry32,12,,,3690
28,mulberry32,13,,,3594
28,mulberry32,14,,,3553
28,mulberry32,15,,,3692
28,mulberry32,16,,,3568
28,mulberry32,17,,,3648
28,mulberry32,18,,,3578
28,mulberry32,19,,,3555
28,mulberry32,20,,,3675
28,mulberry32,21,,,3570
28,mulberry32,22,,,3445
28,mulberry32,23,,,3480
28,mulberry32,24,,,3556
28,mulberry32,25,,,3494
28,mulberry32,26,,,3544
28,mulberry32,27,,,3522
28,mulberry32,28,,,3612
29,nativeRandom,,3335,0.0035,
29,nativeRandom,1,,,3494
29,nativeRandom,2,,,3443
29,nativeRandom,3,,,3497
29,nativeRandom,4,,,3448
29,nativeRandom,5,,,3458
29,nativeRandom,6,,,3408
29,nativeRandom,7,,,3449
29,nativeRandom,8,,,3389
29,nativeRandom,9,,,3343
29,nativeRandom,10,,,3477
29,nativeRandom,11,,,3348
29,nativeRandom,12,,,3414
29,nativeRandom,13,,,3479
29,nativeRandom,14,,,3441
29,nativeRandom,15,,,3406
29,nativeRandom,16,,,3461
29,nativeRandom,17,,,3473
29,nativeRandom,18,,,3473
29,nativeRandom,19,,,3418
29,nativeRandom,20,,,3361
29,nativeRandom,21,,,3420
29,nativeRandom,22,,,3438
29,nativeRandom,23,,,3541
29,nativeRandom,24,,,3493
29,nativeRandom,25,,,3534
29,nativeRandom,26,,,3385
29,nativeRandom,27,,,3443
29,nativeRandom,28,,,3456
29,nativeRandom,29,,,3610
29,lcg,,3191,-0.0116,
29,lcg,1,,,3907
29,lcg,2,,,3504
29,lcg,3,,,3128
29,lcg,4,,,3542
29,lcg,5,,,3656
29,lcg,6,,,3586
29,lcg,7,,,3635
29,lcg,8,,,3290
29,lcg,9,,,3261
29,lcg,10,,,3693
29,lcg,11,,,3442
29,lcg,12,,,3638
29,lcg,13,,,3400
29,lcg,14,,,3685
29,lcg,15,,,3424
29,lcg,16,,,3207
29,lcg,17,,,3516
29,lcg,18,,,3270
29,lcg,19,,,3229
29,lcg,20,,,3557
29,lcg,21,,,3192
29,lcg,22,,,3326
29,lcg,23,,,3269
29,lcg,24,,,3589
29,lcg,25,,,3363
29,lcg,26,,,3284
29,lcg,27,,,3370
29,lcg,28,,,3456
29,lcg,29,,,3581
29,xorshift,,3412,-0.0017,
29,xorshift,1,,,3344
29,xorshift,2,,,3399
29,xorshift,3,,,3449
29,xorshift,4,,,3380
29,xorshift,5,,,3429
29,xorshift,6,,,3477
29,xorshift,7,,,3454
29,xorshift,8,,,3435
29,xorshift,9,,,3441
29,xorshift,10,,,3433
29,xorshift,11,,,3430
29,xorshift,12,,,3352
29,xorshift,13,,,3427
29,xorshift,14,,,3448
29,xorshift,15,,,3462
29,xorshift,16,,,3471
29,xorshift,17,,,3441
29,xorshift,18,,,3459
29,xorshift,19,,,3528
29,xorshift,20,,,3479
29,xorshift,21,,,3521
29,xorshift,22,,,3484
29,xorshift,23,,,3378
29,xorshift,24,,,3410
29,xorshift,25,,,3518
29,xorshift,26,,,3439
29,xorshift,27,,,3503
29,xorshift,28,,,3543
29,xorshift,29,,,3466
29,mulberry32,,3349,0.0041,
29,mulberry32,1,,,3438
29,mulberry32,2,,,3461
29,mulberry32,3,,,3373
29,mulberry32,4,,,3520
29,mulberry32,5,,,3477
29,mulberry32,6,,,3336
29,mulberry32,7,,,3522
29,mulberry32,8,,,3407
29,mulberry32,9,,,3465
29,mulberry32,10,,,3420
29,mulberry32,11,,,3362
29,mulberry32,12,,,3535
29,mulberry32,13,,,3443
29,mulberry32,14,,,3471
29,mulberry32,15,,,3549
29,mulberry32,16,,,3410
29,mulberry32,17,,,3394
29,mulberry32,18,,,3462
29,mulberry32,19,,,3340
29,mulberry32,20,,,3492
29,mulberry32,21,,,3449
29,mulberry32,22,,,3436
29,mulberry32,23,,,3410
29,mulberry32,24,,,3528
29,mulberry32,25,,,3481
29,mulberry32,26,,,3425
29,mulberry32,27,,,3521
29,mulberry32,28,,,3460
29,mulberry32,29,,,3413
30,nativeRandom,,3308,-0.0023,
30,nativeRandom,1,,,3402
30,nativeRandom,2,,,3342
30,nativeRandom,3,,,3322
30,nativeRandom,4,,,3468
30,nativeRandom,5,,,3473
30,nativeRandom,6,,,3369
30,nativeRandom,7,,,3329
30,nativeRandom,8,,,3325
30,nativeRandom,9,,,3294
30,nativeRandom,10,,,3263
30,nativeRandom,11,,,3265
30,nativeRandom,12,,,3365
30,nativeRandom,13,,,3326
30,nativeRandom,14,,,3303
30,nativeRandom,15,,,3328
30,nativeRandom,16,,,3352
30,nativeRandom,17,,,3363
30,nativeRandom,18,,,3402
30,nativeRandom,19,,,3316
30,nativeRandom,20,,,3285
30,nativeRandom,21,,,3353
30,nativeRandom,22,,,3315
30,nativeRandom,23,,,3371
30,nativeRandom,24,,,3298
30,nativeRandom,25,,,3273
30,nativeRandom,26,,,3357
30,nativeRandom,27,,,3275
30,nativeRandom,28,,,3357
30,nativeRandom,29,,,3288
30,nativeRandom,30,,,3221
30,lcg,,3210,-0.0120,
30,lcg,1,,,3850
30,lcg,2,,,3368
30,lcg,3,,,3035
30,lcg,4,,,3316
30,lcg,5,,,3588
30,lcg,6,,,3223
30,lcg,7,,,3683
30,lcg,8,,,3198
30,lcg,9,,,3322
30,lcg,10,,,3419
30,lcg,11,,,3279
30,lcg,12,,,3484
30,lcg,13,,,3212
30,lcg,14,,,3785
30,lcg,15,,,3454
30,lcg,16,,,3094
