roulette_size,generator,number,repeats,correlation,counts
21,lcg,7,,,48058
21,lcg,8,,,47182
21,lcg,9,,,47970
21,lcg,10,,,51585
21,lcg,11,,,46918
21,lcg,12,,,45102
21,lcg,13,,,47216
21,lcg,14,,,44795
21,lcg,15,,,46827
21,lcg,16,,,46723
21,lcg,17,,,46152
21,lcg,18,,,48159
21,lcg,19,,,45398
21,lcg,20,,,46527
21,lcg,21,,,49303
21,xorshift,,47524,0.0000,
21,xorshift,1,,,47499
21,xorshift,2,,,47521
21,xorshift,3,,,47963
21,xorshift,4,,,47557
21,xorshift,5,,,47457
21,xorshift,6,,,47250
21,xorshift,7,,,47356
21,xorshift,8,,,48048
21,xorshift,9,,,47835
21,xorshift,10,,,47780
21,xorshift,11,,,47412
21,xorshift,12,,,47568
21,xorshift,13,,,47509
21,xorshift,14,,,47401
21,xorshift,15,,,47671
21,xorshift,16,,,47496
21,xorshift,17,,,48181
21,xorshift,18,,,47495
21,xorshift,19,,,47521
21,xorshift,20,,,47720
21,xorshift,21,,,47760
21,mulberry32,,47632,0.0012,
21,mulberry32,1,,,47366
21,mulberry32,2,,,48021
21,mulberry32,3,,,47558
21,mulberry32,4,,,47820
21,mulberry32,5,,,47652
21,mulberry32,6,,,47373
21,mulberry32,7,,,47483
21,mulberry32,8,,,47721
21,mulberry32,9,,,47676
21,mulberry32,10,,,47438
21,mulberry32,11,,,47726
21,mulberry32,12,,,47528
21,mulberry32,13,,,47534
21,mulberry32,14,,,47880
21,mulberry32,15,,,47802
21,mulberry32,16,,,48099
21,mulberry32,17,,,47599
21,mulberry32,18,,,47275
21,mulberry32,19,,,47526
21,mulberry32,20,,,47354
21,mulberry32,21,,,47569
22,nativeRandom,,45676,0.0003,
22,nativeRandom,1,,,45294
22,nativeRandom,2,,,45717
22,nativeRandom,3,,,45310
22,nativeRandom,4,,,45659
22,nativeRandom,5,,,45347
22,nativeRandom,6,,,45451
22,nativeRandom,7,,,45496
22,nativeRandom,8,,,45352
22,nativeRandom,9,,,45299
22,nativeRandom,10,,,45169
22,nativeRandom,11,,,45643
22,nativeRandom,12,,,45756
22,nativeRandom,13,,,45302
22,nativeRandom,14,,,45488
22,nativeRandom,15,,,45270
22,nativeRandom,16,,,45391
22,nativeRandom,17,,,45677
22,nativeRandom,18,,,45550
22,nativeRandom,19,,,45283
22,nativeRandom,20,,,45718
22,nativeRandom,21,,,45347
22,nativeRandom,22,,,45481
22,lcg,,43454,-0.0111,
22,lcg,1,,,50530
22,lcg,2,,,42991
22,lcg,3,,,45198
22,lcg,4,,,46458
22,lcg,5,,,50731
22,lcg,6,,,42907
22,lcg,7,,,45006
22,lcg,8,,,46635
22,lcg,9,,,47288
22,lcg,10,,,45599
22,lcg,11,,,48905
22,lcg,12,,,41760
22,lcg,13,,,46140
22,lcg,14,,,42983
22,lcg,15,,,43852
22,lcg,16,,,43959
22,lcg,17,,,41843
22,lcg,18,,,45872
22,lcg,19,,,46426
22,lcg,20,,,43087
22,lcg,21,,,44716
22,lcg,22,,,47114
22,xorshift,,45358,-0.0006,
22,xorshift,1,,,45324
22,xorshift,2,,,45493
22,xorshift,3,,,45801
22,xorshift,4,,,45441
22,xorshift,5,,,45636
22,xorshift,6,,,45591
22,xorshift,7,,,44951
22,xorshift,8,,,45191
22,xorshift,9,,,45433
22,xorshift,10,,,44991
22,xorshift,11,,,45580
22,xorshift,12,,,45622
22,xorshift,13,,,45298
22,xorshift,14,,,45463
22,xorshift,15,,,45678
22,xorshift,16,,,45104
22,xorshift,17,,,45545
22,xorshift,18,,,45277
22,xorshift,19,,,45202
22,xorshift,20,,,46066
22,xorshift,21,,,45737
22,xorshift,22,,,45576
22,mulberry32,,45311,-0.0005,
22,mulberry32,1,,,45674
22,mulberry32,2,,,45520
22,mulberry32,3,,,45727
22,mulberry32,4,,,45670
22,mulberry32,5,,,45388
22,mulberry32,6,,,45749
22,mulberry32,7,,,45583
22,mulberry32,8,,,45499
22,mulberry32,9,,,45100
22,mulberry32,10,,,45403
22,mulberry32,11,,,45203
22,mulberry32,12,,,45186
22,mulberry32,13,,,45377
22,mulberry32,14,,,44992
22,mulberry32,15,,,45453
22,mulberry32,16,,,45698
22,mulberry32,17,,,45845
22,mulberry32,18,,,45683
22,mulberry32,19,,,45564
22,mulberry32,20,,,45196
22,mulberry32,21,,,45305
22,mulberry32,22,,,45185
23,nativeRandom,,43151,-0.0003,
23,nativeRandom,1,,,43541
23,nativeRandom,2,,,43555
23,nativeRandom,3,,,43480
23,nativeRandom,4,,,43657
23,nativeRandom,5,,,43362
23,nativeRandom,6,,,43746
23,nativeRandom,7,,,43167
23,nativeRandom,8,,,43208
23,nativeRandom,9,,,43578
23,nativeRandom,10,,,43801
23,nativeRandom,11,,,43320
23,nativeRandom,12,,,43545
23,nativeRandom,13,,,43558
23,nativeRandom,14,,,43678
23,nativeRandom,15,,,43508
23,nativeRandom,16,,,43280
23,nativeRandom,17,,,43828
23,nativeRandom,18,,,43383
23,nativeRandom,19,,,43437
23,nativeRandom,20,,,43221
23,nativeRandom,21,,,43566
23,nativeRandom,22,,,43468
23,nativeRandom,23,,,43113
23,lcg,,41654,-0.0127,
23,lcg,1,,,48261
23,lcg,2,,,42621
23,lcg,3,,,42706
23,lcg,4,,,45372
23,lcg,5,,,45004
23,lcg,6,,,44136
23,lcg,7,,,42709
23,lcg,8,,,44046
23,lcg,9,,,42603
23,lcg,10,,,44135
23,lcg,11,,,47300
23,lcg,12,,,42624
23,lcg,13,,,41366
23,lcg,14,,,44736
23,lcg,15,,,40127
23,lcg,16,,,43378
23,lcg,17,,,41854
23,lcg,18,,,39253
23,lcg,19,,,45391
23,lcg,20,,,44070
23,lcg,21,,,40031
23,lcg,22,,,43092
23,lcg,23,,,45185
23,xorshift,,43116,-0.0015,
23,xorshift,1,,,43699
23,xorshift,2,,,43581
23,xorshift,3,,,43575
23,xorshift,4,,,43567
23,xorshift,5,,,43440
23,xorshift,6,,,43302
23,xorshift,7,,,43580
23,xorshift,8,,,43543
23,xorshift,9,,,43606
23,xorshift,10,,,43502
23,xorshift,11,,,43660
23,xorshift,12,,,43267
23,xorshift,13,,,43233
23,xorshift,14,,,43060
23,xorshift,15,,,43450
23,xorshift,16,,,43112
23,xorshift,17,,,43306
23,xorshift,18,,,43463
23,xorshift,19,,,43890
23,xorshift,20,,,43242
23,xorshift,21,,,43411
23,xorshift,22,,,43676
23,xorshift,23,,,43835
23,mulberry32,,43520,-0.0006,
23,mulberry32,1,,,43583
23,mulberry32,2,,,43442
23,mulberry32,3,,,43177
23,mulberry32,4,,,43785
23,mulberry32,5,,,43532
23,mulberry32,6,,,43303
23,mulberry32,7,,,43532
23,mulberry32,8,,,43508
23,mulberry32,9,,,43249
23,mulberry32,10,,,43346
23,mulberry32,11,,,43512
23,mulberry32,12,,,43576
23,mulberry32,13,,,43568
23,mulberry32,14,,,43578
23,mulberry32,15,,,43307
23,mulberry32,16,,,43505
23,mulberry32,17,,,43545
23,mulberry32,18,,,43532
23,mulberry32,19,,,42970
23,mulberry32,20,,,43832
23,mulberry32,21,,,43233
23,mulberry32,22,,,44065
23,mulberry32,23,,,43320
24,nativeRandom,,41145,0.0002,
24,nativeRandom,1,,,41387
24,nativeRandom,2,,,41404
24,nativeRandom,3,,,41807
24,nativeRandom,4,,,41906
24,nativeRandom,5,,,41665
24,nativeRandom,6,,,42030
24,nativeRandom,7,,,41490
24,nativeRandom,8,,,41598
24,nativeRandom,9,,,41746
24,nativeRandom,10,,,41608
24,nativeRandom,11,,,41835
24,nativeRandom,12,,,42103
24,nativeRandom,13,,,41696
24,nativeRandom,14,,,41504
24,nativeRandom,15,,,41506
24,nativeRandom,16,,,41509
24,nativeRandom,17,,,41353
24,nativeRandom,18,,,41700
24,nativeRandom,19,,,41900
24,nativeRandom,20,,,41703
24,nativeRandom,21,,,41629
24,nativeRandom,22,,,41790
24,nativeRandom,23,,,41532
24,nativeRandom,24,,,41599
24,lcg,,40692,-0.0121,
24,lcg,1,,,46520
24,lcg,2,,,41172
24,lcg,3,,,39752
24,lcg,4,,,44158
24,lcg,5,,,43289
24,lcg,6,,,43288
24,lcg,7,,,39652
24,lcg,8,,,42327
24,lcg,9,,,41571
24,lcg,10,,,43190
24,lcg,11,,,43280
24,lcg,12,,,44053
24,lcg,13,,,38118
24,lcg,14,,,41470
24,lcg,15,,,38694
24,lcg,16,,,40414
24,lcg,17,,,41654
24,lcg,18,,,39943
24,lcg,19,,,39286
24,lcg,20,,,43077
24,lcg,21,,,42118
24,lcg,22,,,38989
24,lcg,23,,,41273
24,lcg,24,,,42712
24,xorshift,,41699,-0.0004,
24,xorshift,1,,,41899
24,xorshift,2,,,41417
24,xorshift,3,,,41381
24,xorshift,4,,,41613
24,xorshift,5,,,41942
24,xorshift,6,,,41998
24,xorshift,7,,,41753
24,xorshift,8,,,41428
24,xorshift,9,,,41549
24,xorshift,10,,,41631
24,xorshift,11,,,41403
24,xorshift,12,,,41723
24,xorshift,13,,,41909
24,xorshift,14,,,41350
24,xorshift,15,,,42038
24,xorshift,16,,,41850
24,xorshift,17,,,41362
24,xorshift,18,,,41860
24,xorshift,19,,,41528
24,xorshift,20,,,41892
24,xorshift,21,,,41696
24,xorshift,22,,,41581
24,xorshift,23,,,41506
24,xorshift,24,,,41691
24,mulberry32,,41713,-0.0016,
24,mulberry32,1,,,41673
24,mulberry32,2,,,41847
24,mulberry32,3,,,41992
24,mulberry32,4,,,41489
24,mulberry32,5,,,41720
24,mulberry32,6,,,41770
24,mulberry32,7,,,41701
24,mulberry32,8,,,41796
24,mulberry32,9,,,41609
24,mulberry32,10,,,41549
24,mulberry32,11,,,41611
24,mulberry32,12,,,41504
24,mulberry32,13,,,41563
24,mulberry32,14,,,41437
24,mulberry32,15,,,41634
24,mulberry32,16,,,41603
24,mulberry32,17,,,42064
24,mulberry32,18,,,41305
24,mulberry32,19,,,42058
24,mulberry32,20,,,41529
24,mulberry32,21,,,41926
24,mulberry32,22,,,41548
24,mulberry32,23,,,41817
24,mulberry32,24,,,41255
25,nativeRandom,,40339,0.0005,
25,nativeRandom,1,,,39904
25,nativeRandom,2,,,40010
25,nativeRandom,3,,,39848
25,nativeRandom,4,,,40043
25,nativeRandom,5,,,39833
25,nativeRandom,6,,,39937
25,nativeRandom,7,,,40139
25,nativeRandom,8,,,39889
25,nativeRandom,9,,,40475
25,nativeRandom,10,,,39963
25,nativeRandom,11,,,39894
25,nativeRandom,12,,,40256
25,nativeRandom,13,,,40116
25,nativeRandom,14,,,40054
25,nativeRandom,15,,,40019
25,nativeRandom,16,,,39654
25,nativeRandom,17,,,39997
25,nativeRandom,18,,,40218
25,nativeRandom,19,,,40276
25,nativeRandom,20,,,39967
25,nativeRandom,21,,,39313
25,nativeRandom,22,,,39965
25,nativeRandom,23,,,40027
25,nativeRandom,24,,,40311
25,nativeRandom,25,,,39892
25,lcg,,39276,-0.0128,
25,lcg,1,,,44145
25,lcg,2,,,40516
25,lcg,3,,,35535
25,lcg,4,,,44530
25,lcg,5,,,39162
25,lcg,6,,,44326
25,lcg,7,,,37930
25,lcg,8,,,39461
25,lcg,9,,,41762
25,lcg,10,,,40415
25,lcg,11,,,39562
25,lcg,12,,,43369
25,lcg,13,,,39456
25,lcg,14,,,38523
25,lcg,15,,,40892
25,lcg,16,,,37170
25,lcg,17,,,38130
25,lcg,18,,,39366
25,lcg,19,,,38216
25,lcg,20,,,38306
25,lcg,21,,,41859
25,lcg,22,,,38797
25,lcg,23,,,37929
25,lcg,24,,,39366
25,lcg,25,,,41277
25,xorshift,,39792,-0.0014,
25,xorshift,1,,,40095
25,xorshift,2,,,40103
25,xorshift,3,,,40186
25,xorshift,4,,,39989
25,xorshift,5,,,39722
25,xorshift,6,,,39892
25,xorshift,7,,,39965
25,xorshift,8,,,40210
25,xorshift,9,,,39762
25,xorshift,10,,,40023
25,xorshift,11,,,40051
25,xorshift,12,,,39970
25,xorshift,13,,,39878
25,xorshift,14,,,40001
25,xorshift,15,,,39756
25,xorshift,16,,,39740
25,xorshift,17,,,40495
25,xorshift,18,,,40061
25,xorshift,19,,,39945
25,xorshift,20,,,40105
25,xorshift,21,,,40182
25,xorshift,22,,,39790
25,xorshift,23,,,40144
25,xorshift,24,,,40119
25,xorshift,25,,,39816
25,mulberry32,,39745,-0.0008,
25,mulberry32,1,,,39940
25,mulberry32,2,,,39759
25,mulberry32,3,,,39739
25,mulberry32,4,,,40015
25,mulberry32,5,,,40026
25,mulberry32,6,,,39978
25,mulberry32,7,,,39753
25,mulberry32,8,,,40006
25,mulberry32,9,,,40189
25,mulberry32,10,,,39781
25,mulberry32,11,,,39789
25,mulberry32,12,,,40159
25,mulberry32,13,,,39932
25,mulberry32,14,,,40315
25,mulberry32,15,,,40075
25,mulberry32,16,,,39863
25,mulberry32,17,,,39945
25,mulberry32,18,,,40123
25,mulberry32,19,,,40212
25,mulberry32,20,,,40305
25,mulberry32,21,,,39983
25,mulberry32,22,,,40055
25,mulberry32,23,,,39895
25,mulberry32,24,,,40302
25,mulberry32,25,,,39861
26,nativeRandom,,38169,0.0003,
26,nativeRandom,1,,,38704
26,nativeRandom,2,,,38367
26,nativeRandom,3,,,38587
26,nativeRandom,4,,,38672
26,nativeRandom,5,,,38162
26,nativeRandom,6,,,38287
26,nativeRandom,7,,,38480
26,nativeRandom,8,,,38439
26,nativeRandom,9,,,38716
26,nativeRandom,10,,,38168
26,nativeRandom,11,,,38185
26,nativeRandom,12,,,38535
26,nativeRandom,13,,,38449
26,nativeRandom,14,,,38628
26,nativeRandom,15,,,38393
26,nativeRandom,16,,,38215
26,nativeRandom,17,,,38472
26,nativeRandom,18,,,38648
26,nativeRandom,19,,,38443
26,nativeRandom,20,,,38832
26,nativeRandom,21,,,38230
26,nativeRandom,22,,,38666
26,nativeRandom,23,,,38576
26,nativeRandom,24,,,38673
26,nativeRandom,25,,,38125
26,nativeRandom,26,,,38348
26,lcg,,38588,-0.0118,
26,lcg,1,,,42709
26,lcg,2,,,39071
26,lcg,3,,,33919
26,lcg,4,,,43186
26,lcg,5,,,36892
26,lcg,6,,,42423
26,lcg,7,,,36898
26,lcg,8,,,37739
26,lcg,9,,,40415
26,lcg,10,,,37943
26,lcg,11,,,40693
26,lcg,12,,,39454
26,lcg,13,,,40902
26,lcg,14,,,35443
26,lcg,15,,,37173
26,lcg,16,,,38604
26,lcg,17,,,35247
26,lcg,18,,,38698
26,lcg,19,,,37059
26,lcg,20,,,35739
26,lcg,21,,,37644
26,lcg,22,,,39554
26,lcg,23,,,37356
26,lcg,24,,,37356
26,lcg,25,,,38227
26,lcg,26,,,39656
26,xorshift,,38584,0.0009,
26,xorshift,1,,,38716
26,xorshift,2,,,38683
26,xorshift,3,,,38380
26,xorshift,4,,,38404
26,xorshift,5,,,38090
26,xorshift,6,,,38525
26,xorshift,7,,,38271
26,xorshift,8,,,38589
26,xorshift,9,,,38702
26,xorshift,10,,,38478
26,xorshift,11,,,38260
26,xorshift,12,,,38313
26,xorshift,13,,,38311
26,xorshift,14,,,38388
26,xorshift,15,,,38560
26,xorshift,16,,,38263
26,xorshift,17,,,38581
26,xorshift,18,,,38724
26,xorshift,19,,,38290
26,xorshift,20,,,38489
26,xorshift,21,,,38397
26,xorshift,22,,,38681
26,xorshift,23,,,38576
26,xorshift,24,,,38307
26,xorshift,25,,,38302
26,xorshift,26,,,38720
26,mulberry32,,38504,0.0004,
26,mulberry32,1,,,38250
26,mulberry32,2,,,38438
26,mulberry32,3,,,38418
26,mulberry32,4,,,38472
26,mulberry32,5,,,38518
26,mulberry32,6,,,38176
26,mulberry32,7,,,38485
26,mulberry32,8,,,38361
26,mulberry32,9,,,38638
26,mulberry32,10,,,38422
26,mulberry32,11,,,38410
26,mulberry32,12,,,38404
26,mulberry32,13,,,38363
26,mulberry32,14,,,38294
26,mulberry32,15,,,38241
26,mulberry32,16,,,38520
26,mulberry32,17,,,38670
26,mulberry32,18,,,38378
26,mulberry32,19,,,38842
26,mulberry32,20,,,38589
26,mulberry32,21,,,38575
26,mulberry32,22,,,38385
26,mulberry32,23,,,38736
26,mulberry32,24,,,38393
26,mulberry32,25,,,38215
26,mulberry32,26,,,38807
27,nativeRandom,,37260,-0.0001,
27,nativeRandom,1,,,37148
27,nativeRandom,2,,,37500
27,nativeRandom,3,,,36946
27,nativeRandom,4,,,37172
27,nativeRandom,5,,,36976
27,nativeRandom,6,,,36998
27,nativeRandom,7,,,37156
27,nativeRandom,8,,,37100
27,nativeRandom,9,,,37071
27,nativeRandom,10,,,36985
27,nativeRandom,11,,,36902
27,nativeRandom,12,,,37224
27,nativeRandom,13,,,37194
27,nativeRandom,14,,,37204
27,nativeRandom,15,,,36818
27,nativeRandom,16,,,36970
27,nativeRandom,17,,,37088
27,nativeRandom,18,,,36874
27,nativeRandom,19,,,36723
27,nativeRandom,20,,,37291
27,nativeRandom,21,,,37067
27,nativeRandom,22,,,36994
27,nativeRandom,23,,,36739
27,nativeRandom,24,,,37071
27,nativeRandom,25,,,36959
27,nativeRandom,26,,,36966
27,nativeRandom,27,,,36864
27,lcg,,33348,-0.0124,
27,lcg,1,,,41467
27,lcg,2,,,37265
27,lcg,3,,,32880
27,lcg,4,,,40622
27,lcg,5,,,36500
27,lcg,6,,,41085
27,lcg,7,,,35816
27,lcg,8,,,37175
27,lcg,9,,,37346
27,lcg,10,,,36110
27,lcg,11,,,39563
27,lcg,12,,,35735
27,lcg,13,,,40797
27,lcg,14,,,36680
27,lcg,15,,,34597
27,lcg,16,,,38010
27,lcg,17,,,33248
27,lcg,18,,,36026
27,lcg,19,,,37368
27,lcg,20,,,35745
27,lcg,21,,,33713
27,lcg,22,,,37842
27,lcg,23,,,37551
27,lcg,24,,,34965
27,lcg,25,,,36694
27,lcg,26,,,37274
27,lcg,27,,,37926
27,xorshift,,37027,0.0002,
27,xorshift,1,,,37236
27,xorshift,2,,,37063
27,xorshift,3,,,36953
27,xorshift,4,,,37128
27,xorshift,5,,,37212
27,xorshift,6,,,36893
27,xorshift,7,,,36860
27,xorshift,8,,,36870
27,xorshift,9,,,37382
27,xorshift,10,,,36652
27,xorshift,11,,,37345
27,xorshift,12,,,37013
27,xorshift,13,,,36747
27,xorshift,14,,,37061
27,xorshift,15,,,37148
27,xorshift,16,,,36944
27,xorshift,17,,,37471
27,xorshift,18,,,36902
27,xorshift,19,,,37091
27,xorshift,20,,,36908
27,xorshift,21,,,36905
27,xorshift,22,,,37231
27,xorshift,23,,,36892
27,xorshift,24,,,36927
27,xorshift,25,,,37253
27,xorshift,26,,,37266
27,xorshift,27,,,36647
27,mulberry32,,37050,-0.0002,
27,mulberry32,1,,,36773
27,mulberry32,2,,,37222
27,mulberry32,3,,,36965
27,mulberry32,4,,,37177
27,mulberry32,5,,,37180
27,mulberry32,6,,,37075
27,mulberry32,7,,,37263
27,mulberry32,8,,,37234
27,mulberry32,9,,,37366
27,mulberry32,10,,,36894
27,mulberry32,11,,,37385
27,mulberry32,12,,,37051
27,mulberry32,13,,,37083
27,mulberry32,14,,,36836
27,mulberry32,15,,,36775
27,mulberry32,16,,,36845
27,mulberry32,17,,,36634
27,mulberry32,18,,,37236
27,mulberry32,19,,,37061
27,mulberry32,20,,,37087
27,mulberry32,21,,,37445
27,mulberry32,22,,,36812
27,mulberry32,23,,,36842
27,mulberry32,24,,,36939
27,mulberry32,25,,,36928
27,mulberry32,26,,,36942
27,mulberry32,27,,,36950
28,nativeRandom,,35535,-0.0018,
28,nativeRandom,1,,,35820
28,nativeRandom,2,,,35740
28,nativeRandom,3,,,35506
28,nativeRandom,4,,,35716
28,nativeRandom,5,,,35915
28,nativeRandom,6,,,35492
28,nativeRandom,7,,,35740
28,nativeRandom,8,,,35534
28,nativeRandom,9,,,35558
28,nativeRandom,10,,,35860
28,nativeRandom,11,,,35936
28,nativeRandom,12,,,35571
28,nativeRandom,13,,,35722
28,nativeRandom,14,,,35399
28,nativeRandom,15,,,35809
28,nativeRandom,16,,,35623
28,nativeRandom,17,,,35801
28,nativeRandom,18,,,35516
28,nativeRandom,19,,,35742
28,nativeRandom,20,,,35561
28,nativeRandom,21,,,35880
28,nativeRandom,22,,,35851
28,nativeRandom,23,,,35650
28,nativeRandom,24,,,35672
28,nativeRandom,25,,,35842
28,nativeRandom,26,,,35805
28,nativeRandom,27,,,35913
28,nativeRandom,28,,,35826
28,lcg,,34966,-0.0116,
28,lcg,1,,,40801
28,lcg,2,,,35159
28,lcg,3,,,32470
28,lcg,4,,,37525
28,lcg,5,,,36976
28,lcg,6,,,38610
28,lcg,7,,,36603
28,lcg,8,,,33913
28,lcg,9,,,34801
28,lcg,10,,,38125
28,lcg,11,,,34112
28,lcg,12,,,36213
28,lcg,13,,,37819
28,lcg,14,,,39094
28,lcg,15,,,32865
28,lcg,16,,,33836
28,lcg,17,,,37080
28,lcg,18,,,32872
28,lcg,19,,,34120
28,lcg,20,,,34772
28,lcg,21,,,34789
28,lcg,22,,,32780
28,lcg,23,,,36774
28,lcg,24,,,36688
28,lcg,25,,,33642
28,lcg,26,,,34963
28,lcg,27,,,36011
28,lcg,28,,,36587
28,xorshift,,35512,0.0019,
28,xorshift,1,,,35551
28,xorshift,2,,,35720
28,xorshift,3,,,35643
28,xorshift,4,,,35581
28,xorshift,5,,,35788
28,xorshift,6,,,35671
28,xorshift,7,,,35817
28,xorshift,8,,,35905
28,xorshift,9,,,35536
28,xorshift,10,,,35769
28,xorshift,11,,,35842
28,xorshift,12,,,35661
28,xorshift,13,,,35901
28,xorshift,14,,,35922
28,xorshift,15,,,35691
28,xorshift,16,,,35936
28,xorshift,17,,,35441
28,xorshift,18,,,35823
28,xorshift,19,,,35960
28,xorshift,20,,,35242
28,xorshift,21,,,35681
28,xorshift,22,,,35601
28,xorshift,23,,,35493
28,xorshift,24,,,35873
28,xorshift,25,,,35784
28,xorshift,26,,,35599
28,xorshift,27,,,35736
28,xorshift,28,,,35833
28,mulberry32,,35784,-0.0001,
28,mulberry32,1,,,35673
28,mulberry32,2,,,35723
28,mulberry32,3,,,35521
28,mulberry32,4,,,35795
28,mulberry32,5,,,35836
28,mulberry32,6,,,35887
28,mulberry32,7,,,35607
28,mulberry32,8,,,35694
28,mulberry32,9,,,35722
28,mulberry32,10,,,35749
28,mulberry32,11,,,35951
28,mulberry32,12,,,35748
28,mulberry32,13,,,35675
28,mulberry32,14,,,35803
28,mulberry32,15,,,36144
28,mulberry32,16,,,35597
28,mulberry32,17,,,35567
28,mulberry32,18,,,35856
28,mulberry32,19,,,35404
28,mulberry32,20,,,35703
28,mulberry32,21,,,35747
28,mulberry32,22,,,35875
28,mulberry32,23,,,35743
28,mulberry32,24,,,35641
28,mulberry32,25,,,35675
28,mulberry32,26,,,35357
28,mulberry32,27,,,35570
28,mulberry32,28,,,35737
29,nativeRandom,,34545,0.0013,
29,nativeRandom,1,,,34625
29,nativeRandom,2,,,34462
29,nativeRandom,3,,,34205
29,nativeRandom,4,,,34739
29,nativeRandom,5,,,34437
29,nativeRandom,6,,,34358
29,nativeRandom,7,,,34647
29,nativeRandom,8,,,34703
29,nativeRandom,9,,,34365
29,nativeRandom,10,,,34423
29,nativeRandom,11,,,34870
29,nativeRandom,12,,,34465
29,nativeRandom,13,,,34398
29,nativeRandom,14,,,34650
29,nativeRandom,15,,,34556
29,nativeRandom,16,,,34661
29,nativeRandom,17,,,34338
29,nativeRandom,18,,,34504
29,nativeRandom,19,,,34482
29,nativeRandom,20,,,34238
29,nativeRandom,21,,,34517
29,nativeRandom,22,,,34667
29,nativeRandom,23,,,34589
29,nativeRandom,24,,,34039
29,nativeRandom,25,,,34110
29,nativeRandom,26,,,34550
29,nativeRandom,27,,,34183
29,nativeRandom,28,,,34544
29,nativeRandom,29,,,34675
29,lcg,,31824,-0.0120,
29,lcg,1,,,39164
29,lcg,2,,,34975
29,lcg,3,,,31365
29,lcg,4,,,35368
29,lcg,5,,,36513
29,lcg,6,,,35820
29,lcg,7,,,36298
29,lcg,8,,,32878
29,lcg,9,,,32670
29,lcg,10,,,36977
29,lcg,11,,,34204
29,lcg,12,,,36499
29,lcg,13,,,33840
29,lcg,14,,,36872
29,lcg,15,,,34283
29,lcg,16,,,32018
29,lcg,17,,,35155
29,lcg,18,,,32754
29,lcg,19,,,32209
29,lcg,20,,,35628
29,lcg,21,,,31913
29,lcg,22,,,33340
29,lcg,23,,,32581
29,lcg,24,,,35937
29,lcg,25,,,33825
29,lcg,26,,,32945
29,lcg,27,,,33648
29,lcg,28,,,34590
29,lcg,29,,,35731
29,xorshift,,34570,0.0016,
29,xorshift,1,,,34311
29,xorshift,2,,,34595
29,xorshift,3,,,34544
29,xorshift,4,,,34716
29,xorshift,5,,,34378
29,xorshift,6,,,34258
29,xorshift,7,,,34564
29,xorshift,8,,,34426
29,xorshift,9,,,34414
29,xorshift,10,,,34362
29,xorshift,11,,,34594
29,xorshift,12,,,34355
29,xorshift,13,,,34311
29,xorshift,14,,,34323
29,xorshift,15,,,34607
29,xorshift,16,,,34358
29,xorshift,17,,,34658
29,xorshift,18,,,34502
29,xorshift,19,,,34688
29,xorshift,20,,,34226
29,xorshift,21,,,34476
29,xorshift,22,,,34568
29,xorshift,23,,,34506
29,xorshift,24,,,34854
29,xorshift,25,,,34127
29,xorshift,26,,,34863
29,xorshift,27,,,34359
29,xorshift,28,,,34302
29,xorshift,29,,,34755
29,mulberry32,,34475,-0.0003,
29,mulberry32,1,,,34599
29,mulberry32,2,,,34774
29,mulberry32,3,,,34460
29,mulberry32,4,,,34702
29,mulberry32,5,,,34465
29,mulberry32,6,,,34071
29,mulberry32,7,,,34622
29,mulberry32,8,,,34416
29,mulberry32,9,,,34805
29,mulberry32,10,,,34525
29,mulberry32,11,,,34560
29,mulberry32,12,,,34380
29,mulberry32,13,,,34366
29,mulberry32,14,,,34565
29,mulberry32,15,,,34596
29,mulberry32,16,,,34322
29,mulberry32,17,,,34615
29,mulberry32,18,,,34210
29,mulberry32,19,,,34308
29,mulberry32,20,,,34305
29,mulberry32,21,,,34657
29,mulberry32,22,,,34106
29,mulberry32,23,,,34241
29,mulberry32,24,,,34543
29,mulberry32,25,,,34817
29,mulberry32,26,,,34282
29,mulberry32,27,,,34492
29,mulberry32,28,,,34509
29,mulberry32,29,,,34687
30,nativeRandom,,33464,0.0016,
30,nativeRandom,1,,,32946
30,nativeRandom,2,,,33250
30,nativeRandom,3,,,33288
30,nativeRandom,4,,,33143
30,nativeRandom,5,,,33336
30,nativeRandom,6,,,33095
30,nativeRandom,7,,,33181
30,nativeRandom,8,,,33151
30,nativeRandom,9,,,33527
30,nativeRandom,10,,,33381
30,nativeRandom,11,,,33321
30,nativeRandom,12,,,33349
30,nativeRandom,13,,,33496
30,nativeRandom,14,,,33531
30,nativeRandom,15,,,33333
30,nativeRandom,16,,,33499
30,nativeRandom,17,,,33370
30,nativeRandom,18,,,33554
30,nativeRandom,19,,,33332
30,nativeRandom,20,,,33358
30,nativeRandom,21,,,33380
30,nativeRandom,22,,,33465
30,nativeRandom,23,,,33395
30,nativeRandom,24,,,33396
30,nativeRandom,25,,,33394
30,nativeRandom,26,,,32996
30,nativeRandom,27,,,33268
30,nativeRandom,28,,,33300
30,nativeRandom,29,,,33627
30,nativeRandom,30,,,33338
30,lcg,,32095,-0.0116,
30,lcg,1,,,38526
30,lcg,2,,,33632
30,lcg,3,,,30274
30,lcg,4,,,33222
30,lcg,5,,,35912
30,lcg,6,,,32305
30,lcg,7,,,36785
30,lcg,8,,,32094
30,lcg,9,,,33154
30,lcg,10,,,34210
30,lcg,11,,,32856
30,lcg,12,,,34788
30,lcg,13,,,32193
30,lcg,14,,,37723
30,lcg,15,,,34509
30,lcg,16,,,30961
